x,u
5.96274,-0.0426567
5.96903,-0.0418205
5.97531,-0.0409843
5.98159,-0.040148
5.98788,-0.0393118
5.99416,-0.0384752
6.00044,-0.0376389
6.00673,-0.0368027
6.01301,-0.0359664
6.01929,-0.0351302
6.02557,-0.0342936
6.03186,-0.0334574
6.03814,-0.032621
6.04442,-0.0317847
6.05071,-0.0309484
6.05699,-0.0301118
6.06327,-0.0292755
6.06956,-0.0284392
6.07584,-0.027603
6.08212,-0.0267663
6.08841,-0.02593
6.09469,-0.0250937
6.10097,-0.0242573
6.10726,-0.023421
6.11354,-0.0225843
6.11982,-0.021748
6.12611,-0.0209116
6.13239,-0.0200753
6.13867,-0.0192389
6.14496,-0.0184022
6.15124,-0.0175658
6.15752,-0.0167295
6.16381,-0.0158931
6.17009,-0.0150567
6.17637,-0.01422
6.18265,-0.0133836
6.18894,-0.0125472
6.19522,-0.0117108
6.2015,-0.0108744
6.20779,-0.0100376
6.21407,-0.00920126
6.22035,-0.00836482
6.22664,-0.0075284
6.23292,-0.006692
6.2392,-0.00585523
6.24549,-0.00501882
6.25177,-0.00418237
6.25805,-0.00334591
6.26434,-0.00250949
6.27062,-0.00167271
6.2769,-0.000836294
6.28319,1.74846e-07
